temp_c,humidity,pressure_mb,wind_kph,precip_mm,label
30.1,90,974.7,9.8,0.2,1
33.5,22,979.6,31.8,7.2,1
23.6,37,975.3,18.9,13.5,2
21.5,39,1019.1,73.6,19.2,2
27.3,46,964.8,68.3,5.1,2
33.8,47,969.3,92.3,0.8,2
0.3,47,976.6,41.3,2.4,1
19.8,51,990.0,96.5,4.5,2
1.3,48,1010.5,54.2,19.0,2
34.0,25,1013.4,51.7,9.0,2
28.7,76,975.1,24.7,0.4,0
27.0,46,954.2,97.6,4.0,2
32.6,49,1035.0,3.5,9.5,1
36.6,48,1035.7,47.4,13.9,2
17.9,21,950.3,67.5,12.6,2
6.9,91,1036.8,6.7,7.9,1
17.7,96,979.4,8.3,16.5,0
29.2,67,997.9,44.4,19.7,2
1.9,53,963.2,48.6,16.5,2
-2.8,28,1003.7,93.4,7.2,2
-3.1,37,1000.0,78.7,11.0,2
7.7,41,1006.8,15.4,12.3,2
34.3,94,994.0,29.5,1.8,1
8.4,77,993.5,17.0,5.8,1
39.5,97,1018.8,92.5,4.3,2
25.8,100,953.4,27.2,17.7,2
5.7,24,1002.5,53.7,18.7,2
-4.9,29,1012.5,25.6,5.5,1
31.6,42,977.2,81.8,11.3,2
1.5,81,979.9,52.6,1.8,2
23.2,38,953.8,29.3,14.7,2
15.6,26,1045.8,99.0,17.7,2
23.4,51,971.2,79.5,17.5,2
9.2,94,1031.9,97.0,13.5,2
28.9,28,982.2,47.6,18.7,2
3.1,76,1013.5,13.1,15.0,2
7.5,56,985.8,66.4,1.9,2
26.1,85,1012.4,22.5,15.9,2
35.5,70,962.5,44.8,16.7,2
32.6,94,987.1,53.7,4.4,2
29.5,79,971.0,83.8,8.7,2
2.6,50,1003.6,30.1,4.9,1
-1.5,76,1036.5,90.0,17.7,2
12.5,42,1048.2,41.7,13.2,2
3.4,24,967.2,14.6,7.8,1
11.3,70,997.4,83.7,11.8,2
33.0,28,995.1,27.1,17.5,2
1.5,48,1008.4,51.2,8.0,2
23.2,55,971.8,2.3,5.5,1
32.6,39,1030.8,13.6,3.2,0
32.4,65,1030.2,36.6,19.0,2
0.3,75,1036.2,15.4,8.6,1
27.2,48,1008.0,41.6,11.8,2
10.8,94,1021.9,8.1,8.2,1
39.1,41,1015.1,14.9,2.9,0
30.3,92,973.5,32.3,16.0,2
8.5,100,1026.6,6.7,14.9,2
10.9,67,974.7,82.5,13.6,2
21.2,63,976.1,19.1,15.3,2
8.5,88,967.5,12.3,9.3,0
12.5,81,953.3,8.3,1.0,0
18.9,63,1006.9,70.6,12.5,2
29.0,37,958.4,16.1,19.6,2
21.1,49,968.9,83.0,3.3,2
32.7,94,972.2,5.8,11.5,2
10.1,93,975.7,65.9,5.5,2
28.5,81,1040.9,2.7,14.8,2
15.7,68,1041.6,9.3,5.6,1
30.5,54,987.5,64.7,7.7,2
5.1,51,1023.5,98.4,4.7,2
31.5,65,995.2,44.2,5.9,1
-2.4,85,1020.8,52.6,0.2,2
13.1,88,1045.9,47.7,8.1,1
38.6,64,1001.4,30.5,1.9,1
10.4,69,1036.6,45.9,19.5,2
9.1,78,1027.8,22.6,8.9,1
28.9,57,982.1,62.8,3.7,2
26.0,59,984.5,32.1,10.6,2
28.8,97,992.3,10.5,19.9,2
31.4,75,1047.9,90.8,0.5,2
37.6,24,966.2,16.2,14.9,2
5.5,55,1014.4,23.6,16.6,2
7.6,29,954.2,60.6,12.3,0
35.9,58,1014.7,2.6,5.1,1
9.4,61,999.3,96.5,1.3,2
0.7,89,991.2,22.0,5.6,1
12.3,34,971.5,41.8,3.1,1
-2.7,99,951.9,37.1,8.4,1
10.9,94,987.7,93.0,7.9,2
8.8,57,986.1,43.3,16.0,2
12.0,79,961.6,55.4,16.5,2
16.9,40,1016.3,30.6,1.6,1
26.0,77,1013.4,97.8,5.4,2
0.0,44,1012.9,46.5,1.2,1
35.0,100,954.0,1.7,12.1,2
16.4,54,979.8,8.2,15.8,2
32.7,41,988.6,58.9,4.9,2
10.4,63,955.6,38.2,13.9,2
3.9,88,975.5,72.4,0.2,2
22.1,90,1031.8,11.6,18.2,2
37.3,62,987.5,13.8,1.5,0
-0.1,33,1046.3,54.5,19.4,2
10.5,91,956.4,86.0,4.0,2
21.4,33,1026.4,54.0,16.6,2
-2.2,27,962.0,0.5,19.8,2
32.5,30,1049.6,80.4,3.2,2
24.2,97,955.2,84.5,8.1,2
0.0,83,961.6,56.5,5.3,2
23.0,30,1017.7,79.2,16.9,2
14.3,66,999.6,10.1,12.6,2
29.2,67,1011.5,64.8,10.3,2
14.0,46,955.5,7.5,2.6,0
34.4,82,966.5,95.8,3.8,2
23.7,55,1046.3,93.3,2.2,2
2.4,30,1039.9,3.3,8.3,1
-0.7,40,1001.3,35.3,3.8,1
26.7,62,976.9,37.5,5.9,1
16.8,33,1002.9,13.2,10.3,2
22.7,83,1009.2,43.8,9.7,1
14.2,29,1024.3,29.1,18.3,2
0.7,29,1009.0,79.8,7.6,2
13.9,42,983.3,58.2,3.0,2
11.8,73,1026.6,13.4,18.7,2
14.3,75,970.4,2.8,17.6,1
29.4,52,971.4,83.8,8.0,2
7.9,25,984.2,50.3,7.2,2
21.1,22,1042.5,43.6,3.7,1
36.8,34,982.8,39.9,12.2,2
13.8,82,959.2,17.0,6.2,1
3.9,45,1035.6,47.5,2.2,1
17.3,67,1035.1,90.6,12.2,2
38.1,44,994.7,73.0,3.5,1
38.1,67,953.1,82.4,14.8,2
17.1,64,998.2,96.4,16.2,2
2.9,95,988.0,85.2,4.6,2
30.6,87,983.1,93.1,7.8,2
32.8,38,1021.9,34.5,14.8,2
31.6,72,1028.2,66.6,18.9,2
38.7,87,998.8,88.3,17.5,2
28.1,65,968.3,13.9,18.8,2
0.2,40,976.7,30.7,16.4,2
13.2,43,1042.5,44.9,18.7,2
-3.9,93,1022.2,7.5,18.3,2
19.3,61,1013.8,67.4,10.7,2
18.2,62,1045.6,86.4,17.4,2
21.2,42,1010.5,11.1,16.4,2
11.4,30,1011.4,13.3,18.9,2
34.3,23,981.3,71.6,6.8,2
36.1,42,1044.7,89.2,16.5,2
33.3,54,1032.5,19.5,3.3,0
14.4,78,974.3,87.5,16.9,2
37.4,63,1010.5,29.5,11.4,2
16.4,74,1001.7,18.9,17.3,2
31.8,54,1047.2,99.6,10.9,2
3.1,57,1049.4,33.8,1.5,1
1.0,61,1002.7,25.6,0.6,0
32.9,97,988.3,97.2,15.8,2
5.5,20,1030.0,18.0,2.7,0
0.7,85,998.4,68.3,2.7,2
26.7,58,1021.9,92.3,11.0,2
4.2,81,974.5,47.4,0.6,2
-2.1,38,961.0,43.4,9.9,1
0.2,26,969.6,92.5,18.0,2
30.8,100,1002.4,61.3,16.0,2
27.0,91,1048.0,48.0,0.8,1
18.1,36,987.9,46.1,2.3,1
14.8,36,1003.8,90.5,5.7,2
0.2,35,957.9,82.7,17.3,2
18.6,55,976.7,59.7,0.6,2
0.4,96,1044.0,91.5,10.2,2
9.2,45,1012.9,83.7,16.4,2
5.8,42,1031.7,83.4,4.2,2
-4.0,90,959.4,76.5,9.7,2
1.3,94,1043.9,78.7,10.2,2
12.7,24,985.6,18.6,15.6,2
19.8,53,1043.8,3.6,15.9,2
35.5,20,1024.4,25.4,2.4,0
28.9,74,1045.0,85.7,15.0,2
3.3,20,981.2,33.3,11.1,2
36.0,70,961.3,23.0,6.6,1
8.1,66,1045.7,89.0,12.6,2
16.2,60,984.5,96.1,5.3,2
23.5,31,1023.9,74.4,18.7,2
38.9,72,1033.0,11.7,19.2,2
14.1,90,956.6,43.6,5.7,1
21.9,90,956.0,23.3,11.7,2
12.6,51,1018.4,71.1,16.3,2
-4.1,32,1011.1,69.3,20.0,2
4.9,98,981.5,70.5,14.5,2
17.0,32,1017.4,21.1,14.4,2
29.5,97,991.0,55.0,9.5,2
15.4,26,953.0,33.3,14.8,2
18.2,60,962.7,27.2,1.1,0
-4.0,59,1027.9,13.9,13.4,2
18.5,87,984.7,99.4,13.8,2
27.7,73,1004.4,64.0,17.4,2
4.9,97,1049.0,78.8,6.1,2
10.7,24,950.7,92.9,16.0,2
1.5,48,983.3,47.1,10.1,2
25.7,37,990.2,91.6,10.6,2
0.6,91,1044.7,16.9,15.5,2
3.8,81,984.8,34.3,5.2,1
2.6,78,976.3,45.0,9.2,1
21.0,77,995.2,6.1,19.1,2
16.4,53,1006.2,12.0,4.6,0
36.1,37,1009.0,54.1,3.8,2
-3.1,61,1013.4,37.4,4.1,1
7.6,34,972.9,6.5,7.7,1
3.3,83,1045.1,44.5,13.3,2
11.5,40,950.1,32.7,11.5,2
30.7,76,1009.7,58.0,18.5,2
28.8,21,982.4,44.7,12.1,2
39.2,70,973.2,70.0,4.3,2
22.7,94,986.9,90.6,17.6,2
21.1,24,980.2,48.6,11.6,0
23.5,95,1036.0,91.1,15.4,0
39.8,32,1015.2,1.7,12.7,2
17.8,98,972.4,18.1,4.8,1
9.2,36,976.2,98.0,10.2,2
6.5,75,950.3,48.9,12.9,2
11.1,66,1036.2,26.3,2.0,0
4.1,87,1017.6,92.0,12.0,2
20.9,33,984.0,51.8,16.0,2
-4.8,87,1010.5,17.9,4.9,1
6.8,50,1039.0,12.6,12.0,2
-4.7,27,1010.9,28.4,17.5,2
38.3,53,979.4,57.2,5.5,2
17.1,43,1025.1,3.0,2.1,0
38.3,59,1011.4,20.1,18.5,2
11.7,76,1042.6,65.7,19.1,2
3.3,62,953.2,47.4,0.4,1
34.9,41,1008.3,1.8,13.3,2
7.5,70,973.4,39.8,18.8,2
39.9,61,1041.6,11.1,10.0,1
33.4,69,983.3,8.7,12.4,2
21.5,48,1034.4,41.3,17.3,2
14.5,45,973.4,79.9,13.3,2
4.0,41,1018.0,29.4,7.8,1
33.6,83,1004.2,47.5,17.6,2
22.2,81,976.9,9.1,18.4,2
9.9,96,1031.1,61.5,19.8,2
9.5,81,1008.4,91.3,3.3,2
12.9,93,1016.7,28.5,2.2,1
18.2,59,1019.6,78.8,6.7,2
37.3,67,955.1,72.6,1.4,2
33.9,27,967.7,99.6,17.2,2
8.0,48,997.5,88.8,3.1,2
14.7,53,1015.7,1.1,0.4,0
20.1,48,1018.3,21.4,17.8,2
8.0,37,1043.8,35.5,7.2,1
20.1,86,966.9,67.3,1.7,2
2.2,80,974.0,65.5,7.6,2
1.7,45,955.8,45.0,18.0,2
12.1,29,982.4,84.2,14.9,2
6.8,36,1012.0,49.9,5.8,1
-0.0,96,982.2,7.7,6.9,1
21.5,59,992.2,34.4,9.7,1
17.3,63,1001.4,65.5,9.3,2
7.2,82,1009.5,55.7,18.5,2
34.5,28,987.4,20.0,11.9,2
35.0,29,1033.9,43.0,9.0,1
0.8,99,1042.8,96.3,10.2,2
15.2,96,1020.0,95.7,7.5,2
34.3,26,995.7,19.5,10.5,2
25.3,100,979.0,1.7,2.1,1
31.1,60,1026.3,80.3,16.1,2
20.1,84,960.6,17.9,4.7,0
25.9,89,1008.9,93.7,12.4,2
12.3,64,1012.4,78.4,19.9,2
3.2,20,1023.2,18.5,14.7,2
11.4,80,950.3,9.0,8.3,1
37.9,29,978.9,87.8,1.3,2
34.1,83,967.6,33.4,10.2,2
31.6,88,1030.9,73.7,10.3,2
-2.4,50,963.9,49.6,13.6,2
14.7,30,1045.6,53.6,0.8,1
2.0,89,1027.9,96.3,15.8,2
15.7,62,1044.8,42.4,9.4,1
21.8,41,1017.3,52.9,17.8,2
-1.8,72,1029.3,91.3,7.3,2
11.7,100,1035.3,47.7,8.6,1
37.9,50,1040.7,43.2,14.2,2
23.1,39,973.9,68.7,7.6,2
29.3,64,997.2,28.9,15.6,2
29.0,52,955.1,14.9,10.0,1
2.2,48,955.9,18.1,0.8,0
14.3,79,972.7,21.8,7.4,1
34.1,28,957.9,48.8,4.8,1
39.0,24,1044.3,30.4,15.7,2
39.2,57,960.0,54.3,9.4,2
28.4,48,976.1,96.0,6.6,2
20.2,45,1032.5,6.3,12.7,2
26.6,25,963.8,30.9,18.1,2
17.3,41,1002.8,78.2,11.2,2
24.3,46,1022.1,10.8,19.5,2
11.1,59,966.9,55.7,4.2,2
33.1,29,967.6,8.6,7.6,1
25.4,65,965.0,43.9,10.2,2
36.7,49,1040.3,85.7,4.3,2
3.6,29,1031.2,72.2,13.4,2
1.8,65,1048.3,54.7,17.9,2
21.0,25,1026.6,68.6,19.4,2
24.5,92,1046.0,8.1,7.3,1
9.4,70,1008.7,0.6,18.4,2
13.5,94,965.1,27.1,12.3,2
5.0,73,1000.1,21.2,19.8,0
16.5,31,1025.3,34.9,1.3,0
24.1,48,956.3,46.1,5.6,1
5.1,56,1037.5,80.8,6.9,2
27.9,40,1015.5,4.5,15.4,2
9.7,84,1000.2,1.4,1.0,0
7.5,53,1009.1,18.8,9.7,1
0.2,23,1007.7,34.7,4.6,1
35.5,42,979.6,80.6,7.1,2
28.0,71,1005.8,50.3,7.0,2
22.5,37,1014.7,27.6,13.6,2
1.1,89,1008.0,91.1,1.2,2
35.8,42,987.6,61.3,9.1,2
25.7,82,1044.5,51.3,15.2,2
9.7,26,986.8,66.9,1.4,2
38.4,100,1002.6,72.3,6.8,2
29.3,76,1018.5,0.1,3.2,0
38.4,49,958.7,46.3,5.4,1
30.4,41,1002.4,87.1,18.4,2
-2.2,24,1018.3,12.5,14.2,2
39.2,24,984.1,51.9,11.3,2
-2.4,62,972.1,10.7,17.8,2
-4.8,27,970.6,22.3,18.9,2
-4.4,39,1008.0,54.9,15.9,2
37.8,47,1009.7,52.6,13.0,2
10.0,65,998.2,67.7,10.5,2
33.8,98,976.2,47.4,1.2,1
-4.7,62,1034.0,3.5,13.4,2
-3.2,79,1002.5,84.0,3.0,2
19.3,78,1003.7,0.2,4.8,0
31.0,60,964.1,30.1,10.1,2
27.4,24,1043.7,22.4,14.2,2
32.6,59,1014.8,30.6,5.4,1
23.1,73,1045.5,92.3,19.1,2
-0.7,95,976.2,45.9,14.1,0
20.4,39,998.6,48.8,11.9,2
9.5,26,1038.5,25.0,17.0,2
33.8,89,959.1,71.0,12.2,2
39.7,31,1033.9,88.2,2.4,2
29.5,67,1014.2,80.4,1.7,2
22.4,74,1046.3,21.1,2.6,0
25.1,36,985.2,62.3,14.7,2
1.4,23,1011.7,38.8,16.0,2
36.6,86,970.3,89.8,15.1,2
36.0,55,997.1,49.8,14.7,2
24.2,83,1010.4,51.3,18.2,0
20.8,58,1017.4,39.0,4.6,1
37.7,80,1031.7,10.8,0.0,0
33.5,36,965.0,36.9,13.5,2
-0.7,74,1031.6,5.8,16.8,2
28.7,24,968.9,81.1,18.9,2
37.4,98,1032.6,15.9,4.6,1
18.4,35,997.4,78.2,4.4,2
16.8,94,1022.3,91.3,3.6,2
0.3,73,1026.1,78.4,12.8,2
-3.7,99,959.5,41.0,1.8,1
8.7,87,1027.7,29.2,7.9,1
13.6,56,954.9,97.5,2.0,2
19.8,70,1048.8,67.3,2.0,2
39.5,84,1033.5,47.0,17.1,2
-4.0,25,982.2,42.7,2.6,1
35.0,66,998.4,52.2,19.1,2
6.3,86,1022.2,74.5,3.5,2
29.0,26,1000.4,50.9,17.7,2
26.8,93,1049.0,26.8,18.0,2
4.8,39,1014.9,72.3,4.7,2
6.1,31,991.1,71.2,11.0,2
21.5,24,955.1,29.2,19.0,2
38.5,28,1015.4,15.6,18.4,2
33.4,69,1019.1,1.6,1.8,0
9.6,71,966.2,90.1,14.9,2
38.6,89,979.8,8.0,4.7,1
1.5,60,1038.1,92.4,2.2,2
27.2,58,982.1,51.7,14.4,2
13.5,83,1043.8,31.3,11.3,2
36.0,68,994.5,10.4,16.4,2
34.7,85,1035.1,76.2,3.8,2
9.0,20,1034.5,37.9,11.4,2
30.3,90,959.1,88.9,13.6,2
-3.5,56,1022.5,55.2,14.9,2
28.6,64,1048.9,14.7,11.9,2
6.3,91,995.1,23.8,5.8,1
36.1,90,961.9,17.9,7.6,1
20.1,67,975.2,83.4,9.4,2
8.5,41,1040.5,95.7,3.3,2
31.1,41,999.7,38.0,6.8,1
18.7,71,977.2,42.4,15.7,2
21.1,73,1014.0,54.1,19.0,2
20.9,25,1010.0,99.3,15.1,2
30.1,53,1044.4,2.0,15.0,2
26.7,52,1019.9,5.3,14.5,2
15.1,66,991.0,54.4,0.4,2
-1.7,50,1007.8,58.7,15.9,2
34.8,86,974.2,90.5,0.2,2
15.3,47,983.4,25.6,17.1,2
6.0,56,1043.1,98.4,12.5,2
32.8,70,1022.2,90.7,8.5,2
6.6,83,981.7,49.5,17.4,2
4.0,42,1002.0,20.1,3.1,0
27.6,21,1043.1,81.4,4.4,2
39.5,70,955.5,29.8,8.1,1
22.5,56,996.7,50.7,4.2,2
24.0,27,1019.1,66.3,8.7,2
8.4,71,958.2,52.4,10.4,2
12.4,30,1039.8,62.7,6.8,2
17.7,97,1007.5,29.0,9.5,1
39.7,73,952.3,81.5,16.5,0
32.0,100,1020.2,26.5,8.6,1
1.6,32,1012.1,62.1,9.3,2
6.8,72,962.1,55.2,5.3,2
-3.1,25,979.3,33.4,8.2,1
16.2,31,975.3,31.4,15.6,2
38.7,66,997.4,27.6,8.1,1
13.3,93,964.7,54.4,17.5,2
12.0,52,964.2,84.6,13.4,2
-2.1,98,975.0,26.3,18.9,2
-3.7,66,1015.3,73.5,11.6,2
-2.1,73,956.1,48.0,16.2,2
1.8,76,957.0,27.3,15.7,2
8.1,45,978.1,31.3,0.7,1
13.2,83,981.0,34.2,17.4,2
35.5,98,959.2,78.7,3.1,2
39.0,33,1010.3,20.0,7.9,1
39.6,81,1032.5,59.7,2.6,2
24.7,63,1024.1,10.0,8.5,1
1.5,23,984.8,27.3,3.9,0
28.9,25,1026.3,81.5,3.7,2
14.2,30,959.1,19.3,2.4,0
25.2,81,1043.8,3.1,5.2,1
-4.0,44,987.3,51.5,11.6,2
29.5,95,1002.0,12.7,2.0,0
24.4,58,1040.7,61.5,6.0,2
16.1,79,951.5,70.0,2.3,2
39.2,75,999.2,89.4,4.5,2
14.5,65,954.5,35.2,4.8,1
27.9,95,991.5,22.1,5.5,1
31.2,50,1046.8,43.1,5.4,1
0.9,38,1012.4,62.4,18.0,2
31.8,20,1005.4,14.1,13.4,2
17.2,94,970.1,93.2,13.5,2
13.5,23,963.2,96.2,7.8,2
-0.3,93,997.9,90.6,5.7,2
12.8,42,994.1,5.2,19.8,2
11.4,35,980.6,40.7,2.0,1
5.7,61,987.0,54.4,13.8,2
30.8,71,977.7,17.1,5.2,1
27.5,95,990.0,14.8,14.6,2
37.9,65,955.8,91.3,12.8,2
5.9,58,1015.3,52.1,16.4,2
3.2,29,963.9,74.2,15.7,2
24.0,60,1043.0,17.2,2.0,0
8.2,67,990.1,80.8,8.9,2
15.9,81,980.5,83.9,14.6,2
1.1,28,992.0,79.9,0.9,2
7.6,86,979.5,85.9,12.2,2
15.0,100,982.5,21.0,2.0,1
32.8,41,986.0,45.9,7.2,1
30.5,95,1033.6,38.7,5.3,1
-3.9,84,1024.6,7.3,18.6,2
-4.1,68,1044.4,18.7,14.7,2
9.4,82,971.8,4.5,17.8,2
3.6,31,1010.4,83.6,15.5,2
29.4,55,1006.2,55.7,3.1,2
25.3,80,967.1,99.9,1.5,2
1.4,21,980.3,25.7,13.8,2
-3.1,31,1032.4,25.8,10.3,2
10.1,64,1029.1,8.2,10.2,2
32.8,87,961.1,37.8,4.2,1
0.0,72,1023.1,5.0,13.1,2
11.5,37,1002.2,67.8,11.9,2
21.5,97,1042.7,9.7,17.6,2
12.0,41,950.3,37.6,11.1,2
14.5,57,999.9,39.3,3.2,1
6.0,52,996.9,76.2,19.9,2
0.3,20,1001.6,53.5,18.0,2
-3.2,75,986.6,19.0,1.5,0
30.3,86,1003.7,19.4,13.8,2
-0.8,49,952.7,65.5,18.1,2
36.9,39,972.5,53.2,1.8,2
19.4,68,1013.2,17.6,18.9,2
21.9,68,1026.8,51.6,15.3,2
5.6,25,1012.1,80.9,5.3,2
4.3,100,959.5,10.9,3.5,1
20.4,48,1021.4,68.5,14.2,2
7.7,26,1012.6,61.2,13.1,2
28.6,32,988.4,66.8,11.5,2
25.8,68,1006.8,84.2,8.3,2
29.3,20,982.9,26.1,13.0,2
2.1,61,1031.8,96.7,3.3,2
4.1,49,1042.7,83.2,12.5,2
18.3,77,1007.6,13.3,9.0,1
27.2,36,983.7,72.8,3.5,2
9.1,70,1038.3,55.2,9.8,2
31.0,89,977.2,18.8,18.4,2
36.9,35,959.5,47.8,1.2,2
7.0,30,1030.5,32.9,6.3,1
27.6,80,998.0,74.1,11.2,2
38.9,53,1028.3,48.6,11.3,2
1.8,36,1045.2,63.2,19.2,2
6.2,45,1015.1,37.7,4.2,1
17.8,49,1016.0,23.1,18.1,2
-4.0,84,997.6,97.0,14.6,2
31.9,29,1042.1,81.4,1.2,2
31.6,40,966.2,70.6,17.3,2
27.3,38,1000.3,26.1,13.9,1
-3.5,67,983.5,53.5,14.2,2
-2.2,94,978.0,71.1,6.2,2
13.0,63,950.6,23.4,12.6,2
34.5,88,1033.6,81.8,10.3,2
24.0,59,951.0,10.9,5.6,1
6.2,82,1026.1,71.0,0.2,2
18.1,93,1008.2,91.8,5.0,2
27.3,21,1000.4,83.2,7.7,2
-4.9,55,1042.3,30.2,10.5,2
-0.8,77,957.6,80.6,12.7,2
1.3,73,1038.7,10.1,1.5,0
-4.2,36,962.5,74.4,14.4,2
8.9,32,1038.7,49.3,8.5,1
27.0,86,968.4,42.8,9.2,1
26.6,90,959.4,86.7,7.3,2
15.2,37,1022.7,27.3,11.9,2
36.6,99,996.3,56.4,2.7,2
6.4,61,1032.2,74.0,9.1,2
3.2,80,1026.6,46.5,12.8,2
24.0,66,990.6,58.3,19.9,2
31.1,29,986.3,94.3,0.7,2
24.5,91,1007.4,43.7,6.2,1
-1.2,80,1033.8,20.0,16.6,2
28.9,99,1036.5,68.1,3.2,2
8.1,43,960.1,79.1,0.8,2
-1.4,20,960.6,94.7,16.6,2
6.9,92,994.2,39.9,15.3,2
38.6,76,1008.0,87.5,3.0,2
-0.8,65,1029.8,45.1,11.1,2
-1.0,88,1014.6,58.6,6.3,2
39.9,25,1026.3,56.0,10.4,2
-4.7,95,1044.8,77.6,13.5,2
39.4,43,980.6,83.4,4.2,2
19.2,96,957.6,73.1,0.1,2
20.1,44,1014.9,46.8,17.7,2
13.5,66,991.1,66.5,8.9,2
10.9,50,975.5,74.1,15.3,2
25.9,96,1012.4,13.3,6.4,1
-1.5,25,1022.5,9.6,12.0,2
3.4,31,966.4,68.7,5.1,2
34.2,68,1013.5,17.9,9.0,1
-1.7,34,1004.1,93.9,3.0,2
-2.2,39,1008.4,81.3,9.5,2
17.5,22,963.2,54.9,10.9,2
8.1,56,1016.3,39.3,8.3,1
24.6,91,984.4,32.7,16.7,2
14.0,82,1007.5,27.7,0.9,0
27.8,70,992.5,45.8,4.8,1
3.0,93,1040.3,61.7,4.0,2
39.0,86,1011.5,69.4,14.2,2
9.7,86,1004.0,76.8,8.6,2
9.5,29,1037.0,81.0,12.2,2
-2.8,96,1000.8,15.8,19.4,2
13.9,84,1037.1,60.0,15.7,2
39.1,87,983.5,11.5,1.3,1
30.9,63,1036.6,76.0,18.0,2
1.6,81,989.7,54.1,15.8,2
35.4,41,1011.3,12.9,11.2,2
-2.1,36,953.3,19.2,11.1,2
30.0,63,968.2,20.8,10.8,2
4.9,69,1026.1,74.4,16.7,2
1.4,52,970.1,60.5,14.0,2
29.6,22,992.6,1.3,8.2,1
39.8,91,977.7,66.2,2.0,2
16.7,70,950.4,45.1,14.0,2
39.3,76,1024.4,15.2,11.6,2
29.6,62,1016.6,13.9,10.0,1
10.1,24,1032.6,38.2,13.4,2
-3.3,72,982.0,62.2,6.8,2
18.6,95,984.8,41.5,9.9,1
29.6,64,1016.1,48.1,2.7,0
13.3,48,974.9,83.4,17.2,2
36.8,76,1044.1,22.7,11.1,2
32.8,35,955.8,95.4,9.6,2
15.4,88,1011.5,19.9,4.3,1
30.9,30,985.6,89.0,4.7,2
27.8,87,1032.5,76.1,3.1,2
23.5,89,964.4,37.6,12.4,2
16.9,79,1047.2,23.4,8.3,1
1.3,94,1021.0,57.4,3.7,2
6.8,39,1026.4,69.7,11.4,2
27.6,40,1006.6,42.5,19.8,2
4.8,69,1019.5,22.7,9.0,1
36.1,84,951.7,40.1,1.4,1
-1.7,59,1002.6,70.4,7.6,2
1.7,61,1020.2,20.1,1.5,0
-0.4,56,1034.9,29.4,2.6,0
24.0,24,1014.6,88.3,4.0,2
16.9,65,979.8,35.5,8.0,1
23.4,92,1018.8,26.8,15.6,2
37.2,87,978.3,87.8,17.7,2
24.0,78,982.2,59.6,11.8,2
39.8,52,1025.0,68.0,4.6,2
37.9,95,953.8,34.4,3.3,1
35.4,46,1033.6,76.3,5.8,2
15.8,76,1041.4,1.3,17.8,2
24.6,75,1025.7,67.7,6.3,2
12.3,31,996.7,20.1,16.5,2
7.9,59,1012.2,74.2,19.6,2
11.8,26,997.0,28.3,9.4,1
32.9,36,1020.3,45.8,11.7,2
28.2,95,1002.0,45.7,19.7,2
16.3,69,1000.5,55.9,2.2,2
30.4,92,1049.9,49.8,9.1,1
-1.4,61,968.1,35.1,15.9,2
37.9,50,996.7,86.0,1.8,2
4.3,29,983.8,64.9,0.5,2
21.9,58,1025.5,48.1,0.3,1
24.2,79,956.8,89.4,15.9,2
34.9,33,991.6,84.0,15.7,2
15.3,33,951.9,90.7,17.0,2
16.5,40,1024.0,45.7,15.1,2
-1.1,93,1048.5,89.9,18.5,2
23.1,92,1002.9,63.9,16.3,2
19.1,30,1047.1,25.4,14.1,2
19.2,53,950.8,89.7,17.4,2
11.3,76,987.4,93.7,10.0,2
16.4,35,957.4,30.6,16.5,2
12.4,89,970.2,9.7,15.2,2
6.4,71,974.8,59.3,18.3,2
17.0,48,1047.0,96.4,15.1,2
18.4,93,1010.7,92.3,18.1,2
12.3,57,1038.8,44.3,14.1,2
29.7,88,1032.1,77.0,11.1,2
-0.7,76,992.9,60.6,17.2,2
34.7,48,1024.9,60.1,9.5,2
-3.6,80,1025.3,44.5,16.9,2
6.9,54,1018.4,76.2,12.7,2
18.9,80,982.4,15.3,9.1,1
39.9,87,1027.4,14.1,15.2,2
14.2,32,967.3,92.2,15.0,2
-2.0,46,982.6,75.0,11.8,2
29.2,53,957.8,14.2,17.8,2
26.3,51,952.5,39.1,6.7,1
27.4,75,996.7,67.1,1.9,2
8.0,77,961.0,15.1,3.3,0
25.9,61,1030.8,66.9,2.2,2
32.7,59,1001.5,26.5,5.6,1
3.1,67,974.9,43.0,17.9,2
26.7,89,980.1,66.5,2.5,2
4.2,41,1003.8,57.7,19.7,2
-1.2,50,951.9,28.6,7.9,1
26.1,63,982.7,88.3,4.5,2
13.4,36,1047.1,37.8,1.6,1
9.2,29,1002.8,49.6,1.4,1
37.9,78,987.3,1.7,2.5,0
22.0,51,1012.2,7.8,14.7,2
17.3,100,979.8,9.1,12.6,2
23.6,30,995.4,25.5,3.9,0
37.0,34,985.1,36.4,15.6,2
3.2,26,1049.4,57.9,12.2,2
34.2,92,999.2,85.5,16.3,2
21.5,70,1031.4,41.7,17.4,2
25.5,78,968.8,24.3,12.3,2
26.8,80,968.5,57.5,15.4,2
17.7,100,989.4,61.5,18.7,2
37.3,71,983.6,65.0,13.0,2
38.0,45,1012.9,80.6,13.8,2
27.0,92,971.9,98.9,2.6,2
28.0,74,976.0,7.8,11.1,2
14.3,96,962.8,53.5,3.3,2
33.3,72,1041.5,25.9,5.7,2
32.1,30,995.3,87.8,10.4,2
15.4,37,1005.1,76.1,18.3,2
11.4,49,978.0,87.7,4.5,2
-3.5,54,1032.9,5.9,19.9,2
13.4,73,952.2,56.8,4.0,1
